Lon,Lat,CODE,AREA_SQKM_,AREA_SQK_1,STOR_,NEI_F,DEV90_,DEV00_,DEV06_,DEV12_,DEV90,DEV00,DEV06,DEV12,Y2006,Y2009,Y2012,Y2015,lngth,yr_db,yr_fn,Q_DIS,Qm,Pm,ETPm,Arid
4.115454,47.04969,K1284810,135.49,135.51482379684975,0.0,6.849015317286653,1.173518340836962,1.173518340836962,1.217802051811942,1.217802051811942,1.173518340836962,1.173518340836962,1.217802051811942,1.217802051811942,0.197224796774365,0.197877125973328,0.204007839757251,0.205955972206644,16.0,1997.0,2012.0,0.999900182523386,0.075471436159226,0.138577883550592,0.073507756117385,0.530443630489204
2.903514,46.82593,K4013010,134.94,134.9673655150867,0.0,2.581547064305685,2.319549429376019,2.371424336742256,2.415888543056173,2.415888543056173,2.082406995701793,2.13428190306803,2.178746109381947,2.178746109381947,0.983008852704861,1.018502656996956,1.027826597236012,1.034560224770384,16.0,1997.0,2012.0,0.990424652064796,0.019561048530592,0.090077245770264,0.081227273792209,0.90175129720316
3.352569,47.837261,H2513110,133.47,133.45261163519837,0.0,2.927631578947369,3.551359856147449,3.648760020978497,4.023376039559452,4.045853000674309,3.483928972802877,3.513898254289353,3.881021952498689,3.903498913613546,1.124961550756018,1.123701760959161,1.127481453727988,1.13205844885725,16.0,1997.0,2012.0,0.9764858544376,0.020183698655271,0.083215013318412,0.079480888232945,0.955126787596176
-0.166649,48.229618,M0134010,123.33,123.28716535470397,0.0,2.277704774419623,0.478391307873186,0.478391307873186,0.510824616881537,0.510824616881537,0.478391307873186,0.478391307873186,0.510824616881537,0.510824616881537,0.448364134243518,0.450875360137047,0.451955771277286,0.451955771277286,16.0,1997.0,2012.0,1.0,0.035699194038047,0.09249382619837,0.076491482111282,0.826990136682872
3.374706,49.304996,H6513010,119.21,119.17206115451859,0.0,3.429375639713408,2.91082962838688,2.91082962838688,3.539971478902777,3.665799849005956,2.91082962838688,2.894052512373123,3.128932136565724,3.649022732992198,0.114008131167567,0.683915858582807,0.683915858582807,0.683915858582807,16.0,1997.0,2012.0,0.967302646589094,0.021066835651386,0.082283269043349,0.075117471252567,0.912913072266022
-0.606789,48.019986,M3514010,119.11,119.09935590628496,0.0,1.411934552454283,0.881538074049198,1.544790529762404,1.989757367139619,2.107295777012845,0.671648056418437,1.049450088153807,1.326504911426412,1.326504911426412,0.824927958729924,0.83907760305764,0.84063261974972,0.845173402833287,16.0,1997.0,2012.0,0.99972906684919,0.022537012313595,0.088395477437574,0.079507105457164,0.899447660413036
3.891052,46.949433,K1724210,113.77,113.77229544579404,0.0,4.845117845117844,0.316427880812165,0.316427880812165,0.316427880812165,0.316427880812165,0.316427880812165,0.316427880812165,0.316427880812165,0.316427880812165,0.143075121910059,0.143075121910059,0.147371418727213,0.147371418727213,16.0,1997.0,2012.0,0.999850273785079,0.053144538113335,0.136574110718161,0.077667383833847,0.568683061801233
1.446624,45.493088,P6222510,113.29,113.25530215804969,0.0,2.214063472308649,0.688498543560773,0.573748786300644,0.573748786300644,0.60022949951452,0.458999029040515,0.573748786300644,0.573748786300644,0.60022949951452,0.323401955902141,0.324330815171133,0.328671378066913,0.328671378066913,16.0,1997.0,2012.0,0.997711327857632,0.041288081456227,0.127945210073301,0.081574457934063,0.637573363112656
2.951614,44.169112,O3454310,111.79,111.73244125784709,0.0,8.20323488045007,0.375704445835942,0.644064764290187,0.644064764290187,0.644064764290187,0.375704445835942,0.644064764290187,0.644064764290187,0.644064764290187,0.194529865573594,0.194529865573594,0.194529865573594,0.194529865573594,16.0,1997.0,2012.0,0.978446554871093,0.039979175101324,0.100085851377936,0.076895210593486,0.768292513679941
2.147305,49.25184,H7843010,107.18,107.16183239577958,0.0,2.828125,11.326740063444673,11.979846986378055,12.91285687628289,13.276730733345774,11.093487590968465,11.746594513901847,12.67960440380668,13.043478260869565,3.544517275360588,3.615369397079464,3.748376235554096,3.776219129811569,16.0,1997.0,2012.0,0.99288443988136,0.021441436811873,0.084833319910616,0.07444277175308,0.877518085567772
3.986955,47.039136,H2001020,106.15,106.15960803819327,0.0,7.102272727272728,0.829015544041451,0.829015544041451,0.979745642958078,0.979745642958078,0.829015544041451,0.829015544041451,0.979745642958078,0.979745642958078,0.326307301596871,0.330975832158979,0.33522988462437,0.336816205339985,16.0,1997.0,2012.0,0.999992870180242,0.086611822298652,0.14986221259613,0.074514277492585,0.497218576580547
